claim_id,app,category,dimension,pass1_claim,pass1_verdict,pass2_verified_claim,pass2_verdict,evidence_url,resolution_type
109,Amazon Selling Partner,Ecommerce,buildability,HIGH,UNSUPPORTED_OR_INCORRECT,LOW,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
110,Amazon Selling Partner,Ecommerce,primary_blocker,None,UNSUPPORTED_OR_INCORRECT,Developer Profile vetting & Restricted Data Role PII audit,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
111,Amazon Selling Partner,Ecommerce,secondary_blockers,['Mandatory Restricted Data Tokens (RDT) for customer PII operations (e.g. Orders and Direct-to-Cons,VERIFIED_CORRECT,['Mandatory Restricted Data Tokens (RDT) for customer PII operations (e.g. Orders and Direct-to-Cons,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CONFIRMED_AGAINST_PRIMARY_DOCS
112,Amazon Selling Partner,Ecommerce,evidence_claims,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CONFIRMED_AGAINST_PRIMARY_DOCS
113,Amazon Selling Partner,Ecommerce,evidence_urls,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CONFIRMED_AGAINST_PRIMARY_DOCS
114,Amazon Selling Partner,Ecommerce,confidence_score,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CONFIRMED_AGAINST_PRIMARY_DOCS
115,Sherlock,"Data, SEO and Scraping",app_name,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CONFIRMED_AGAINST_PRIMARY_DOCS
116,Sherlock,"Data, SEO and Scraping",category,"Data, SEO and Scraping",VERIFIED_CORRECT,"Data, SEO and Scraping",VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CONFIRMED_AGAINST_PRIMARY_DOCS
117,Sherlock,"Data, SEO and Scraping",description,Open-source Python CLI tool to find social media accounts by username across 400+ social platforms.,VERIFIED_CORRECT,Open-source Python CLI tool to find social media accounts by username across 400+ social platforms.,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CONFIRMED_AGAINST_PRIMARY_DOCS
118,Sherlock,"Data, SEO and Scraping",auth_methods,['None (Open Source CLI)'],VERIFIED_CORRECT,['None (Open Source CLI)'],VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CONFIRMED_AGAINST_PRIMARY_DOCS
119,Sherlock,"Data, SEO and Scraping",credential_access,SELF_SERVE,UNSUPPORTED_OR_INCORRECT,SELF_SERVE,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
120,Sherlock,"Data, SEO and Scraping",free_or_trial_access,Completely free open-source software on GitHub; no account or API keys required.,VERIFIED_CORRECT,Completely free open-source software on GitHub; no account or API keys required.,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CONFIRMED_AGAINST_PRIMARY_DOCS
121,Sherlock,"Data, SEO and Scraping",api_availability,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
122,Sherlock,"Data, SEO and Scraping",api_type,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CONFIRMED_AGAINST_PRIMARY_DOCS
123,Sherlock,"Data, SEO and Scraping",api_breadth,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CONFIRMED_AGAINST_PRIMARY_DOCS
124,Sherlock,"Data, SEO and Scraping",documentation_quality,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CONFIRMED_AGAINST_PRIMARY_DOCS
125,Sherlock,"Data, SEO and Scraping",mcp_status,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
126,Sherlock,"Data, SEO and Scraping",mcp_official,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CONFIRMED_AGAINST_PRIMARY_DOCS
127,Sherlock,"Data, SEO and Scraping",mcp_url,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CONFIRMED_AGAINST_PRIMARY_DOCS
128,Sherlock,"Data, SEO and Scraping",buildability,HIGH,UNSUPPORTED_OR_INCORRECT,MEDIUM,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
129,Sherlock,"Data, SEO and Scraping",primary_blocker,None,UNSUPPORTED_OR_INCORRECT,CLI only / No hosted REST API service,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
130,Sherlock,"Data, SEO and Scraping",secondary_blockers,['Rate limiting/blocking by target social networks without proxy'],VERIFIED_CORRECT,['Rate limiting/blocking by target social networks without proxy'],VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CONFIRMED_AGAINST_PRIMARY_DOCS
131,Sherlock,"Data, SEO and Scraping",evidence_claims,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CONFIRMED_AGAINST_PRIMARY_DOCS
132,Sherlock,"Data, SEO and Scraping",evidence_urls,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CONFIRMED_AGAINST_PRIMARY_DOCS
133,Sherlock,"Data, SEO and Scraping",confidence_score,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/sherlock-project/sherlock,CONFIRMED_AGAINST_PRIMARY_DOCS
134,PitchBook,Finance and Fintech,app_name,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CONFIRMED_AGAINST_PRIMARY_DOCS
135,PitchBook,Finance and Fintech,category,Finance and Fintech,VERIFIED_CORRECT,Finance and Fintech,VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CONFIRMED_AGAINST_PRIMARY_DOCS
136,PitchBook,Finance and Fintech,description,"Financial market research database covering private capital, venture capital, PE, and M&A transactio",VERIFIED_CORRECT,"Financial market research database covering private capital, venture capital, PE, and M&A transactio",VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CONFIRMED_AGAINST_PRIMARY_DOCS
137,PitchBook,Finance and Fintech,auth_methods,"['API Key', 'Basic Authentication', 'Bearer Token']",VERIFIED_CORRECT,"['API Key', 'Basic Authentication', 'Bearer Token']",VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CONFIRMED_AGAINST_PRIMARY_DOCS
138,PitchBook,Finance and Fintech,credential_access,SELF_SERVE,UNSUPPORTED_OR_INCORRECT,PARTNER_OR_SALES_GATED,VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
139,PitchBook,Finance and Fintech,free_or_trial_access,"Enterprise direct sales contract required ($20,000+/year); no public free tier or self-serve sandbox",VERIFIED_CORRECT,"Enterprise direct sales contract required ($20,000+/year); no public free tier or self-serve sandbox",VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CONFIRMED_AGAINST_PRIMARY_DOCS
140,PitchBook,Finance and Fintech,api_availability,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
141,PitchBook,Finance and Fintech,api_type,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CONFIRMED_AGAINST_PRIMARY_DOCS
142,PitchBook,Finance and Fintech,api_breadth,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CONFIRMED_AGAINST_PRIMARY_DOCS
143,PitchBook,Finance and Fintech,documentation_quality,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CONFIRMED_AGAINST_PRIMARY_DOCS
144,PitchBook,Finance and Fintech,mcp_status,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
145,PitchBook,Finance and Fintech,mcp_official,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CONFIRMED_AGAINST_PRIMARY_DOCS
146,PitchBook,Finance and Fintech,mcp_url,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CONFIRMED_AGAINST_PRIMARY_DOCS
147,PitchBook,Finance and Fintech,buildability,HIGH,UNSUPPORTED_OR_INCORRECT,LOW,VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
148,PitchBook,Finance and Fintech,primary_blocker,None,UNSUPPORTED_OR_INCORRECT,Enterprise direct sales contract gate ($20k+/yr paywall),VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
149,PitchBook,Finance and Fintech,secondary_blockers,['Strict commercial licensing forbidding unauthorized scraping or third-party syndication'],AMBIGUOUS,['Strict commercial licensing forbidding unauthorized scraping or third-party syndication'],VERIFIED_WITH_EXPLICIT_UNCERTAINTY,https://pitchbook.com/products/data/direct-data,PRESERVED_DELIBERATE_UNCERTAINTY
150,PitchBook,Finance and Fintech,evidence_claims,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CONFIRMED_AGAINST_PRIMARY_DOCS
151,PitchBook,Finance and Fintech,evidence_urls,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CONFIRMED_AGAINST_PRIMARY_DOCS
152,PitchBook,Finance and Fintech,confidence_score,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://pitchbook.com/products/data/direct-data,CONFIRMED_AGAINST_PRIMARY_DOCS
153,NotebookLM,"AI, Research and Media-native",app_name,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CONFIRMED_AGAINST_PRIMARY_DOCS
154,NotebookLM,"AI, Research and Media-native",category,"AI, Research and Media-native",VERIFIED_CORRECT,"AI, Research and Media-native",VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CONFIRMED_AGAINST_PRIMARY_DOCS
155,NotebookLM,"AI, Research and Media-native",description,"AI-powered personalized research assistant by Google for querying source documents, generating notes",VERIFIED_CORRECT,"AI-powered personalized research assistant by Google for querying source documents, generating notes",VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CONFIRMED_AGAINST_PRIMARY_DOCS
156,NotebookLM,"AI, Research and Media-native",auth_methods,"['Google Cloud IAM (Service Account Key / ADC)', 'OAuth 2.0 (Bearer Token)']",VERIFIED_CORRECT,"['Google Cloud IAM (Service Account Key / ADC)', 'OAuth 2.0 (Bearer Token)']",VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CONFIRMED_AGAINST_PRIMARY_DOCS
157,NotebookLM,"AI, Research and Media-native",credential_access,SELF_SERVE,UNSUPPORTED_OR_INCORRECT,ADMIN_APPROVAL,VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
158,NotebookLM,"AI, Research and Media-native",free_or_trial_access,Consumer app (notebooklm.google.com) is free web-only with zero public APIs; enterprise programmatic,VERIFIED_CORRECT,Consumer app (notebooklm.google.com) is free web-only with zero public APIs; enterprise programmatic,VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CONFIRMED_AGAINST_PRIMARY_DOCS
159,NotebookLM,"AI, Research and Media-native",api_availability,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
160,NotebookLM,"AI, Research and Media-native",api_type,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CONFIRMED_AGAINST_PRIMARY_DOCS
161,NotebookLM,"AI, Research and Media-native",api_breadth,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CONFIRMED_AGAINST_PRIMARY_DOCS
162,NotebookLM,"AI, Research and Media-native",documentation_quality,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CONFIRMED_AGAINST_PRIMARY_DOCS
163,NotebookLM,"AI, Research and Media-native",mcp_status,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
164,NotebookLM,"AI, Research and Media-native",mcp_official,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CONFIRMED_AGAINST_PRIMARY_DOCS
165,NotebookLM,"AI, Research and Media-native",mcp_url,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CONFIRMED_AGAINST_PRIMARY_DOCS
166,NotebookLM,"AI, Research and Media-native",buildability,HIGH,UNSUPPORTED_OR_INCORRECT,LOW,VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
167,NotebookLM,"AI, Research and Media-native",primary_blocker,None,UNSUPPORTED_OR_INCORRECT,No public consumer API; Enterprise companion capabilities require Google Cloud Gemini Enterprise IAM,VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
168,NotebookLM,"AI, Research and Media-native",secondary_blockers,"['GCP project location enablement (geminiGcpEnablementSettings and settingBindings)', 'Service endpo",VERIFIED_CORRECT,"['GCP project location enablement (geminiGcpEnablementSettings and settingBindings)', 'Service endpo",VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CONFIRMED_AGAINST_PRIMARY_DOCS
169,NotebookLM,"AI, Research and Media-native",evidence_claims,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CONFIRMED_AGAINST_PRIMARY_DOCS
170,NotebookLM,"AI, Research and Media-native",evidence_urls,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CONFIRMED_AGAINST_PRIMARY_DOCS
171,NotebookLM,"AI, Research and Media-native",confidence_score,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.cloud.google.com/gemini/docs/api/reference/rest,CONFIRMED_AGAINST_PRIMARY_DOCS
172,Consensus,"AI, Research and Media-native",app_name,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.consensus.app/,CONFIRMED_AGAINST_PRIMARY_DOCS
173,Consensus,"AI, Research and Media-native",category,"AI, Research and Media-native",VERIFIED_CORRECT,"AI, Research and Media-native",VERIFIED_CORRECT,https://docs.consensus.app/,CONFIRMED_AGAINST_PRIMARY_DOCS
174,Consensus,"AI, Research and Media-native",description,"AI-powered academic search engine delivering evidence, summaries, and consensus from 200M+ peer-revi",VERIFIED_CORRECT,"AI-powered academic search engine delivering evidence, summaries, and consensus from 200M+ peer-revi",VERIFIED_CORRECT,https://docs.consensus.app/,CONFIRMED_AGAINST_PRIMARY_DOCS
175,Consensus,"AI, Research and Media-native",auth_methods,"['OAuth 2.0 (PKCE)', 'API Key (x-api-key / Bearer Token)', 'No Auth (Public MCP Tier)']",VERIFIED_CORRECT,"['OAuth 2.0 (PKCE)', 'API Key (x-api-key / Bearer Token)', 'No Auth (Public MCP Tier)']",VERIFIED_CORRECT,https://docs.consensus.app/,CONFIRMED_AGAINST_PRIMARY_DOCS
176,Consensus,"AI, Research and Media-native",credential_access,SELF_SERVE,UNSUPPORTED_OR_INCORRECT,SELF_SERVE,VERIFIED_CORRECT,https://docs.consensus.app/,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
177,Consensus,"AI, Research and Media-native",free_or_trial_access,"Free tier with no account required (3 papers/search unlimited) or free account (10 papers/search, 30",VERIFIED_CORRECT,"Free tier with no account required (3 papers/search unlimited) or free account (10 papers/search, 30",VERIFIED_CORRECT,https://docs.consensus.app/,CONFIRMED_AGAINST_PRIMARY_DOCS
178,Consensus,"AI, Research and Media-native",api_availability,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://docs.consensus.app/,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
179,Consensus,"AI, Research and Media-native",api_type,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.consensus.app/,CONFIRMED_AGAINST_PRIMARY_DOCS
180,Consensus,"AI, Research and Media-native",api_breadth,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.consensus.app/,CONFIRMED_AGAINST_PRIMARY_DOCS
181,Consensus,"AI, Research and Media-native",documentation_quality,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.consensus.app/,CONFIRMED_AGAINST_PRIMARY_DOCS
182,Consensus,"AI, Research and Media-native",mcp_status,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://docs.consensus.app/,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
183,Consensus,"AI, Research and Media-native",mcp_official,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.consensus.app/,CONFIRMED_AGAINST_PRIMARY_DOCS
184,Consensus,"AI, Research and Media-native",mcp_url,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.consensus.app/,CONFIRMED_AGAINST_PRIMARY_DOCS
185,Consensus,"AI, Research and Media-native",buildability,HIGH,UNSUPPORTED_OR_INCORRECT,HIGH,VERIFIED_CORRECT,https://docs.consensus.app/,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
186,Consensus,"AI, Research and Media-native",primary_blocker,None,UNSUPPORTED_OR_INCORRECT,None,VERIFIED_CORRECT,https://docs.consensus.app/,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
187,Consensus,"AI, Research and Media-native",secondary_blockers,"[""ChatGPT Deep Research 'fetch' tool currently restricted to ChatGPT client; other MCP clients use '",VERIFIED_CORRECT,"[""ChatGPT Deep Research 'fetch' tool currently restricted to ChatGPT client; other MCP clients use '",VERIFIED_CORRECT,https://docs.consensus.app/,CONFIRMED_AGAINST_PRIMARY_DOCS
188,Consensus,"AI, Research and Media-native",evidence_claims,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.consensus.app/,CONFIRMED_AGAINST_PRIMARY_DOCS
189,Consensus,"AI, Research and Media-native",evidence_urls,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.consensus.app/,CONFIRMED_AGAINST_PRIMARY_DOCS
190,Consensus,"AI, Research and Media-native",confidence_score,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.consensus.app/,CONFIRMED_AGAINST_PRIMARY_DOCS
191,Mermaid CLI,"AI, Research and Media-native",app_name,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CONFIRMED_AGAINST_PRIMARY_DOCS
192,Mermaid CLI,"AI, Research and Media-native",category,"AI, Research and Media-native",VERIFIED_CORRECT,"AI, Research and Media-native",VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CONFIRMED_AGAINST_PRIMARY_DOCS
193,Mermaid CLI,"AI, Research and Media-native",description,Command-line interface and programmatic library for converting Mermaid markdown text definitions int,VERIFIED_CORRECT,Command-line interface and programmatic library for converting Mermaid markdown text definitions int,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CONFIRMED_AGAINST_PRIMARY_DOCS
194,Mermaid CLI,"AI, Research and Media-native",auth_methods,['None (Open Source CLI)'],VERIFIED_CORRECT,['None (Open Source CLI)'],VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CONFIRMED_AGAINST_PRIMARY_DOCS
195,Mermaid CLI,"AI, Research and Media-native",credential_access,SELF_SERVE,UNSUPPORTED_OR_INCORRECT,SELF_SERVE,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
196,Mermaid CLI,"AI, Research and Media-native",free_or_trial_access,Completely free open-source software (@mermaid-js/mermaid-cli) on npm and GitHub.,VERIFIED_CORRECT,Completely free open-source software (@mermaid-js/mermaid-cli) on npm and GitHub.,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CONFIRMED_AGAINST_PRIMARY_DOCS
197,Mermaid CLI,"AI, Research and Media-native",api_availability,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
198,Mermaid CLI,"AI, Research and Media-native",api_type,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CONFIRMED_AGAINST_PRIMARY_DOCS
199,Mermaid CLI,"AI, Research and Media-native",api_breadth,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CONFIRMED_AGAINST_PRIMARY_DOCS
200,Mermaid CLI,"AI, Research and Media-native",documentation_quality,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CONFIRMED_AGAINST_PRIMARY_DOCS
201,Mermaid CLI,"AI, Research and Media-native",mcp_status,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
202,Mermaid CLI,"AI, Research and Media-native",mcp_official,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CONFIRMED_AGAINST_PRIMARY_DOCS
203,Mermaid CLI,"AI, Research and Media-native",mcp_url,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CONFIRMED_AGAINST_PRIMARY_DOCS
204,Mermaid CLI,"AI, Research and Media-native",buildability,HIGH,UNSUPPORTED_OR_INCORRECT,MEDIUM,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
205,Mermaid CLI,"AI, Research and Media-native",primary_blocker,None,UNSUPPORTED_OR_INCORRECT,CLI only / No hosted cloud REST API,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
206,Mermaid CLI,"AI, Research and Media-native",secondary_blockers,"['Puppeteer/Chromium headless sandbox requirements in containerized/server environments', 'Homebrew ",VERIFIED_CORRECT,"['Puppeteer/Chromium headless sandbox requirements in containerized/server environments', 'Homebrew ",VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CONFIRMED_AGAINST_PRIMARY_DOCS
207,Mermaid CLI,"AI, Research and Media-native",evidence_claims,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CONFIRMED_AGAINST_PRIMARY_DOCS
208,Mermaid CLI,"AI, Research and Media-native",evidence_urls,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CONFIRMED_AGAINST_PRIMARY_DOCS
209,Mermaid CLI,"AI, Research and Media-native",confidence_score,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/mermaid-js/mermaid-cli,CONFIRMED_AGAINST_PRIMARY_DOCS
210,fanbasis,Ecommerce,app_name,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.fanbasis.com,CONFIRMED_AGAINST_PRIMARY_DOCS
211,fanbasis,Ecommerce,category,Ecommerce,VERIFIED_CORRECT,Ecommerce,VERIFIED_CORRECT,https://docs.fanbasis.com,CONFIRMED_AGAINST_PRIMARY_DOCS
212,fanbasis,Ecommerce,description,Creator monetization and checkout platform for digital products and fan experiences (now Commas).,VERIFIED_CORRECT,Creator monetization and checkout platform for digital products and fan experiences (now Commas).,VERIFIED_CORRECT,https://docs.fanbasis.com,CONFIRMED_AGAINST_PRIMARY_DOCS
213,fanbasis,Ecommerce,auth_methods,"['API Key', 'Bearer Token']",VERIFIED_CORRECT,"['API Key', 'Bearer Token']",VERIFIED_CORRECT,https://docs.fanbasis.com,CONFIRMED_AGAINST_PRIMARY_DOCS
214,fanbasis,Ecommerce,credential_access,SELF_SERVE,UNSUPPORTED_OR_INCORRECT,SELF_SERVE,VERIFIED_CORRECT,https://docs.fanbasis.com,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
215,fanbasis,Ecommerce,free_or_trial_access,Free account registration with API key access in creator dashboard.,VERIFIED_CORRECT,Free account registration with API key access in creator dashboard.,VERIFIED_CORRECT,https://docs.fanbasis.com,CONFIRMED_AGAINST_PRIMARY_DOCS
216,fanbasis,Ecommerce,api_availability,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://docs.fanbasis.com,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
217,fanbasis,Ecommerce,api_type,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.fanbasis.com,CONFIRMED_AGAINST_PRIMARY_DOCS
218,fanbasis,Ecommerce,api_breadth,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.fanbasis.com,CONFIRMED_AGAINST_PRIMARY_DOCS
219,fanbasis,Ecommerce,documentation_quality,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.fanbasis.com,CONFIRMED_AGAINST_PRIMARY_DOCS
220,fanbasis,Ecommerce,mcp_status,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://docs.fanbasis.com,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
221,fanbasis,Ecommerce,mcp_official,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.fanbasis.com,CONFIRMED_AGAINST_PRIMARY_DOCS
222,fanbasis,Ecommerce,mcp_url,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://docs.fanbasis.com,CONFIRMED_AGAINST_PRIMARY_DOCS
223,fanbasis,Ecommerce,buildability,HIGH,UNSUPPORTED_OR_INCORRECT,MEDIUM,VERIFIED_CORRECT,https://docs.fanbasis.com,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
224,fanbasis,Ecommerce,primary_blocker,None,UNSUPPORTED_OR_INCORRECT,Limited public endpoint scope (focuses on checkout and webhooks),VERIFIED_CORRECT,https://docs.fanbasis.com,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
